TQ,NDI,C,RDP,DPQ,OU,DFT,DFO
4,1366,2,918,2,3,2054,160
1,571,4,75,3,5,193,317
2,915,3,465,3,4,690,620
3,117,5,150,3,5,187,72
3,1990,2,37,3,2,1419,304
4,68,1,2,3,4,62,7
4,587,1,45,3,3,569,44
1,367,2,207,2,2,172,201
4,399,1,89,3,4,439,44
4,637,5,6,3,5,578,58
3,2013,3,82,2,2,1470,311
2,1298,3,3,2,5,651,324
4,647,3,75,3,2,648,37
3,827,3,144,3,5,680,145
2,808,2,17,4,5,412,206
3,144,3,283,4,1,298,38
4,71,5,13,3,5,75,2
3,2755,2,3,3,1,1929,249
3,2493,4,148,3,5,1846,238
4,343,2,92,3,5,391,13
2,1165,2,16,2,1,590,177
2,1023,5,94,3,4,558,501
1,192,4,5,3,2,59,69
3,52,4,8,3,5,41,9
4,2951,4,49,4,5,2700,150
2,54,2,61,3,3,57,40
2,49,3,45,2,1,46,14
2,2790,2,56,2,3,1421,995
3,575,3,28,3,2,422,90
3,415,3,181,4,2,416,90
4,120,4,611,4,1,657,22
1,2781,4,95,4,2,860,1004
4,2296,2,3,3,1,2070,69
4,26,4,7,2,1,29,1
2,1150,2,41,3,4,595,535
3,1864,3,60,4,3,1343,406
4,1851,2,1,3,2,1669,91
2,1490,3,220,4,4,853,772
4,2782,1,67,2,1,2562,86
4,870,3,11,3,3,794,60
2,543,1,806,4,2,674,338
3,2609,2,87,4,5,1891,401
5,1271,3,59,3,2,931,199
3,46,3,136,3,3,127,38
4,175,3,11,2,3,167,13
4,461,5,484,3,4,848,87
2,793,5,13,2,3,400,284
3,185,4,51,3,1,165,21
2,1989,2,22,3,4,1003,907
3,827,2,19,4,5,590,230
3,20,4,29,3,5,34,13
4,1630,3,66,4,5,1524,154
3,295,2,37,4,4,232,89
3,1371,2,127,3,1,1047,135
2,1441,1,246,2,3,841,590
3,735,2,247,3,3,686,207
3,1497,4,76,3,5,1100,331
3,719,5,34,3,4,527,203
3,2806,1,8,4,3,1970,591
4,82,5,120,3,5,181,14
3,71,2,65,2,2,95,20
2,96,4,461,3,3,278,195
1,1247,4,343,3,1,477,333
3,25,5,43,3,3,47,14
4,1414,4,63,4,2,1329,74
4,2917,3,317,2,5,2908,163
4,364,1,21,2,2,346,19
2,95,4,2,3,3,48,34
2,1099,2,173,3,3,633,448
5,1454,2,53,3,1,752,227
1,334,5,21,2,1,106,74
3,1269,5,143,4,2,986,213
2,1155,2,11,3,3,581,408
3,2428,4,185,3,2,1831,390
4,2850,3,349,3,2,2877,161
3,493,2,20,3,4,359,138
2,1590,3,316,3,2,953,477
1,1414,4,12,3,5,428,500
1,268,2,375,3,5,192,225
4,2946,4,336,3,3,2957,227
2,467,2,37,3,1,252,75
3,194,3,169,3,2,254,54
4,1909,3,1,4,3,1717,135
2,683,4,190,4,4,436,393
3,2050,2,85,2,3,1493,448
3,2787,3,224,3,4,2113,807
2,135,3,5,3,3,69,49
4,72,2,42,3,1,102,3
4,158,2,47,2,1,184,6
4,33,2,119,3,1,136,4
4,654,1,313,3,3,870,67
3,66,4,1,3,3,46,14
3,834,4,44,3,3,614,185
5,2902,4,104,3,4,2102,814
4,205,4,270,3,2,427,23
4,2816,3,168,3,3,2682,211
2,48,3,27,3,1,37,11
4,2134,3,3,2,4,1924,191
4,467,4,0,2,2,420,23
3,1676,4,3,4,5,1173,253
3,502,4,87,3,5,411,88
3,1120,2,21,3,2,799,171
3,2996,3,239,3,4,2266,873
3,563,1,459,2,1,713,92
3,48,2,55,3,1,72,9
4,582,4,97,3,3,610,48
2,1854,3,17,3,3,934,654
4,306,4,29,4,4,301,30
2,102,2,160,3,2,130,65
3,1875,5,58,2,2,1350,291
3,1986,2,12,4,5,1399,298
4,571,3,713,3,3,1155,90
2,735,4,162,3,1,449,134
3,111,2,141,5,2,176,37
3,1726,4,73,2,3,1260,377
3,672,4,49,3,4,505,194
4,505,1,54,3,3,503,39
5,446,2,174,4,4,557,56
3,297,3,33,4,1,230,29
1,1884,2,24,3,5,571,401
4,287,1,137,2,1,381,12
3,2789,4,30,2,4,1974,760
5,929,3,243,4,4,819,318
4,2847,4,59,4,2,2613,146
4,373,1,50,3,2,380,21
3,1315,3,144,2,3,1022,305
4,730,3,60,4,1,710,24
3,460,2,65,3,1,367,47
3,153,4,22,3,1,122,15
3,910,2,0,4,1,636,81
1,133,4,52,3,2,55,64
4,248,3,84,3,3,299,23
4,131,4,6,4,1,122,4
4,1629,3,16,3,1,1479,49
2,909,4,58,3,5,483,145
3,218,3,223,3,4,309,118
3,515,3,0,4,4,360,139
2,903,1,131,3,2,516,259
2,451,4,184,3,4,318,285
3,2996,2,10,3,3,2104,631
3,163,3,155,2,5,222,67
2,2984,5,37,3,3,1511,1055
3,2800,3,422,3,3,2256,676
4,234,2,182,5,3,374,29
3,226,3,338,3,1,394,50
3,1991,1,247,4,5,1567,201
3,2994,3,15,2,3,2103,633
2,262,3,110,3,2,186,92
2,896,3,57,3,2,477,238
1,241,3,299,4,3,162,264
3,2270,2,268,2,3,1776,533
3,556,4,52,3,1,425,54
4,7,2,497,3,2,453,25
5,926,3,33,3,5,862,48
2,593,4,23,4,1,307,92
2,694,3,25,2,1,359,108
2,1071,4,40,3,5,554,166
3,181,4,116,3,1,207,26
2,837,5,41,3,1,439,131
4,350,3,24,3,2,336,19
1,2880,3,13,4,5,866,1014
2,57,4,55,3,5,55,28
4,1915,3,10,3,3,1733,134
2,128,4,178,2,4,152,138
3,2774,5,127,3,4,2028,786
2,290,2,210,3,5,249,225
4,2280,4,4,3,2,2058,112
1,237,3,111,4,1,104,73
3,1845,3,11,3,4,1300,500
4,377,1,7,2,1,346,11
4,1437,1,27,3,1,1317,43
4,2362,3,0,3,1,2126,71
3,562,4,12,4,3,402,120
1,1092,2,23,3,2,335,390
4,11,4,59,4,2,62,4
3,55,4,125,3,2,125,27
2,241,4,54,3,3,147,103
4,2891,2,305,4,4,2873,290
4,2017,4,178,3,3,1974,154
2,521,1,63,3,5,291,204
2,2825,4,8,3,3,1418,991
2,83,3,345,2,1,214,64
3,619,4,1,2,2,435,92
3,573,4,222,2,3,556,167
2,811,2,237,2,3,523,367
3,372,4,290,4,2,462,100
3,192,2,481,3,3,469,142
3,1256,2,118,3,1,960,124
4,583,3,120,3,4,632,63
4,461,5,9,3,1,423,14
3,2790,1,122,4,2,2037,436
4,1164,3,422,2,5,1428,79
3,284,1,77,4,2,252,54
1,1682,2,48,3,4,518,1092
3,546,2,127,3,4,470,182
3,1119,3,240,4,3,949,286
3,31,2,83,2,2,80,17
3,185,4,151,4,4,235,90
2,15,5,63,4,3,38,28
2,20,4,120,3,5,70,48
2,1698,3,17,3,1,859,256
4,2848,4,62,4,4,2617,264
3,976,3,13,1,5,692,267
4,699,3,2,3,5,631,63
3,287,3,240,3,4,368,143
2,1648,3,10,3,5,830,745
2,1929,3,133,4,2,1030,518
4,147,4,46,3,4,173,17
1,1780,3,12,2,3,540,876
3,195,1,452,3,2,452,97
3,303,2,197,3,4,349,136
4,63,2,20,2,2,74,4
3,2360,5,87,2,2,1715,365
2,545,5,72,3,5,308,154
3,2886,1,54,4,2,2056,441
2,2495,4,371,4,5,1430,719
2,575,2,327,4,4,447,410
4,2769,5,45,3,3,2532,197
3,218,3,43,3,2,182,39
4,1783,3,413,3,2,1977,109
4,2849,1,6,3,4,2569,257
4,2881,5,159,3,2,2733,153
4,759,3,317,2,2,969,53
3,1568,4,182,2,1,1223,157
1,455,5,44,4,3,149,245
4,142,3,39,3,3,162,13
4,58,4,138,3,3,176,13
1,1211,3,15,4,2,367,430
1,75,2,160,2,5,70,82
4,627,2,183,3,4,729,72
3,51,3,24,3,2,52,11
2,270,3,47,2,5,158,79
3,2578,3,90,3,3,1868,559
3,2179,4,79,3,1,1581,203
2,430,3,44,2,3,236,166
3,152,3,2,3,5,107,32
4,43,2,306,3,2,314,17
1,1131,4,67,3,4,359,754
2,885,4,85,4,4,484,437
4,174,4,33,2,4,186,18
3,1215,4,207,3,2,995,214
5,187,1,252,3,2,306,66
2,58,1,43,3,5,50,25
3,384,4,124,3,1,355,45
3,1207,3,132,3,1,938,119
2,2835,2,235,3,3,1532,1076
3,359,2,104,4,3,323,97
2,637,2,117,3,1,376,112
2,2931,2,48,3,3,1492,1039
4,238,3,173,3,2,369,21
2,1172,2,28,3,3,599,421
2,74,4,18,3,1,45,14
3,534,2,24,4,3,391,116
5,151,2,39,4,5,132,40
3,2422,2,17,2,2,1705,368
4,2574,1,4,3,5,2322,127
4,254,3,8,3,1,235,8
3,1819,2,24,2,4,1292,495
3,706,4,19,2,1,507,65
4,2180,1,35,3,5,1994,66
3,362,3,225,3,3,410,123
2,2068,1,107,2,1,1086,325
2,29,4,13,3,3,20,15
3,648,4,3,4,2,456,97
2,74,4,262,2,3,168,117
2,2455,5,22,2,4,1241,1112
4,201,4,82,3,5,254,26
2,2816,3,1,4,2,1407,702
4,67,3,64,2,4,117,12
3,103,5,5,2,5,75,29
3,57,3,15,4,3,50,15
2,957,2,9,3,5,483,338
3,292,5,475,2,1,535,69
2,1349,2,346,3,5,848,253
2,275,2,39,2,3,157,109
2,2422,4,219,2,1,1315,396
1,2887,2,99,4,5,896,625
2,1893,2,231,3,4,1064,952
4,1706,1,119,3,4,1642,164
3,1888,3,112,3,5,1398,542
3,1699,3,72,4,1,1238,159
3,501,4,24,3,3,367,110
2,2964,4,8,2,2,1482,745
3,82,3,104,4,5,130,28
3,187,1,52,3,2,167,36
2,1222,3,42,3,2,631,316
4,262,3,39,3,3,271,21
4,26,4,91,2,1,105,3
2,271,4,292,3,5,281,84
4,1114,2,100,3,1,1092,36
3,2980,4,27,3,2,2103,449
4,755,3,49,2,1,723,24
3,170,4,66,4,2,164,36
4,493,2,720,3,1,1091,36
3,505,1,40,3,1,382,48
3,802,5,11,2,5,568,73
3,799,4,282,4,4,755,293
3,1629,2,314,3,2,1358,291
2,1114,3,12,2,5,564,281
3,1082,5,89,3,1,820,105
1,2917,5,102,4,3,906,1473
3,247,5,1,4,1,174,22
4,2133,1,16,2,4,1933,194
4,1603,2,25,4,1,1462,50
3,315,2,48,3,5,254,32
3,2775,2,151,3,2,2043,441
3,24,3,128,2,5,106,22
4,266,4,171,4,5,393,21
1,25,5,95,3,4,36,75
1,2917,4,64,3,2,892,1041
3,310,2,131,4,2,307,66
3,1093,4,304,3,4,977,377
2,1217,3,28,3,2,622,310
3,2844,3,34,3,5,2011,431
3,544,2,27,4,4,399,155
5,897,1,193,2,3,762,230
3,649,3,20,3,2,467,100
4,2866,3,27,4,5,2605,143
5,3,3,211,4,2,192,10
1,2893,5,27,3,5,875,1023
2,40,4,94,3,2,67,33
3,471,2,182,3,1,457,58
3,394,3,6,3,1,279,36
4,1805,3,610,3,2,2172,121
3,2998,2,3,2,4,2099,812
4,810,2,661,3,3,1326,101
4,271,1,131,3,4,362,35
2,1918,5,219,3,5,1068,962
2,1682,2,27,3,2,857,425
3,2842,3,264,2,2,2172,466
3,2790,3,209,3,4,2096,813
4,2306,4,25,2,4,2099,208
3,22,4,111,4,3,93,27
4,1477,3,150,3,5,1462,115
2,1177,3,5,3,5,593,411
3,7,3,61,2,2,47,10
4,829,2,38,3,5,781,42
4,2755,4,513,4,4,2939,296
4,2889,4,35,3,4,2633,262
3,733,5,22,3,2,528,113
4,2798,4,68,3,3,2577,202
2,1908,2,67,3,3,984,694
5,484,1,63,3,2,274,136
2,2812,2,134,3,2,1471,736
2,65,4,94,3,5,79,40
2,1307,5,93,2,1,698,212
3,2779,5,63,2,3,1991,594
2,36,1,1,3,1,18,5
3,15,1,12,4,3,18,6
4,1810,2,80,3,4,1700,171
2,1848,3,8,2,3,928,649
4,55,4,37,4,3,82,6
4,2021,4,15,3,2,1831,102
4,444,4,76,3,1,467,15
3,533,3,56,3,2,412,88
2,148,2,35,2,5,91,45
4,320,4,227,3,1,492,16
4,663,1,321,3,2,885,49
2,2258,4,284,2,2,1273,634
3,1425,3,68,3,3,1048,311
3,491,4,56,3,3,382,115
3,491,4,96,2,4,410,159
4,670,5,74,4,2,670,36
2,495,5,48,4,2,271,136
3,2267,2,192,4,3,1719,517
3,1383,5,283,2,3,1165,350
1,849,4,196,3,5,313,513
2,1579,2,19,3,4,797,722
3,74,2,79,3,5,106,42
3,259,4,15,3,2,192,40
2,135,4,4,3,2,69,34
2,66,2,151,4,1,108,32
4,132,3,130,4,1,236,7
2,2013,4,102,2,4,1053,955
1,337,3,38,4,4,113,235
3,565,4,73,3,4,446,172
4,739,1,70,2,2,726,41
2,1883,1,15,3,5,946,475
3,638,2,22,4,5,461,99
2,2961,1,20,3,2,1483,746
4,153,3,38,2,4,171,18
4,72,3,19,3,2,81,4
2,1579,5,68,3,4,823,741
4,1279,1,50,2,1,1198,39
3,2863,3,410,4,1,2283,297
2,505,5,341,2,3,421,297
4,2738,3,345,3,2,2778,152
3,1060,4,99,3,3,809,244
2,705,4,0,3,1,353,105
3,87,4,147,3,3,163,49
3,620,5,61,4,4,476,184
4,2383,3,44,4,4,2184,218
4,1933,3,45,3,4,1780,178
4,1812,4,59,4,4,1685,167
2,2950,4,53,3,1,1500,450
2,2923,3,103,2,2,1512,760
2,14,3,59,3,5,36,18
4,177,1,79,2,4,230,23
4,109,2,135,4,3,219,17
4,1676,4,65,3,1,1563,53
4,219,2,121,3,4,305,31
1,77,1,61,3,1,41,29
2,819,1,133,2,4,476,429
2,117,3,101,3,3,108,76
3,1163,2,96,3,2,881,188
5,2753,1,94,4,5,1990,429
2,82,2,103,3,5,92,46
3,2358,2,263,3,2,1838,391
4,1001,4,11,4,3,911,70
4,1698,1,540,4,5,2010,159
4,1791,2,65,4,2,1669,93
3,335,1,104,4,1,306,39
4,1910,2,1,2,4,1719,172
1,2979,3,72,3,2,917,1066
3,87,1,24,3,5,77,16
2,2137,5,237,3,5,1186,593
4,275,3,18,3,3,263,21
2,323,1,34,3,3,178,125
2,2952,1,158,3,3,1556,1085
3,844,5,43,3,2,620,133
3,2807,3,2,3,2,1965,421
2,406,3,22,3,5,214,107
4,35,2,242,4,4,249,25
5,75,4,263,4,4,304,30
3,394,2,656,3,3,732,222
3,2859,3,104,3,3,2072,622
2,2004,2,55,4,5,1029,720
3,1164,4,62,3,3,857,258
3,812,3,92,3,4,632,244
2,2963,3,308,3,2,1641,815
3,257,4,122,3,5,266,56
3,2,4,150,3,4,106,41
3,785,3,169,4,5,665,260
5,988,1,106,4,5,765,296
4,2254,2,202,3,1,2207,75
2,1395,4,162,3,5,779,233
2,1347,4,213,3,2,781,389
4,2887,5,133,3,5,2713,153
5,1405,5,11,3,5,1271,72
2,334,1,93,3,4,213,192
4,2952,2,29,3,5,2682,269
2,42,2,269,2,5,155,140
3,1848,2,304,2,4,1509,579
4,340,4,69,3,4,368,36
2,2152,3,70,3,5,1111,1002
4,2173,3,24,3,5,1979,196
3,107,3,246,3,5,248,94
3,136,3,121,3,5,179,70
3,1503,3,11,3,3,1056,320
4,1942,2,77,3,4,1816,182
2,323,5,26,3,1,174,52
3,1544,5,152,2,3,1186,358
3,2780,2,5,2,5,1949,582
3,130,1,40,3,3,119,35
4,255,4,60,5,1,283,9
2,748,2,18,3,1,383,115
4,2089,3,14,2,2,1887,107
2,194,3,12,4,4,103,92
2,549,3,129,3,5,340,304
4,693,4,131,2,5,741,74
2,275,5,30,3,5,152,137
4,1357,3,128,4,5,1338,132
4,2876,3,75,2,4,2657,264
3,563,2,78,3,1,448,57
3,2817,1,50,3,5,2009,255
3,2981,4,298,3,2,2301,489
3,1588,2,276,3,4,1305,502
2,440,3,184,3,1,313,93
3,456,4,40,2,5,347,44
4,2924,3,141,1,3,2761,212
3,1874,2,322,3,5,1533,463
1,231,3,228,2,3,137,225
3,296,2,195,4,2,344,73
2,2853,4,2,3,1,1426,429
3,926,3,16,3,5,660,84
2,305,4,109,3,4,206,187
4,226,3,63,2,3,260,20
5,1586,3,4,3,2,1431,79
4,209,3,185,3,1,353,12
4,366,5,23,3,4,349,35
2,1562,2,23,4,5,791,714
2,1873,4,4,3,2,938,469
4,1961,3,61,4,3,1820,140
3,10,1,577,2,1,410,52
3,1198,3,33,4,1,864,109
4,66,4,53,3,4,106,11
4,95,3,44,3,5,125,12
3,520,4,82,3,5,421,163
4,881,4,349,3,3,1107,86
2,1583,3,31,3,2,807,403
4,763,1,418,3,2,1062,59
2,1724,3,103,3,3,915,638
3,128,2,180,3,4,215,83
2,2591,3,214,3,5,1401,1263
2,583,4,16,3,4,299,270
3,1947,3,494,4,2,1709,366
4,1427,3,4,2,4,1288,128
3,547,4,68,4,1,430,55
3,572,2,25,3,1,417,53
2,1571,2,39,4,3,806,562
3,624,4,224,4,1,591,77
2,123,2,100,3,3,111,78
2,165,2,45,4,1,105,31
5,561,5,341,2,2,452,224
3,39,3,44,2,1,58,7
3,415,3,186,3,2,421,89
2,429,2,34,3,3,231,162
4,6,4,49,3,3,49,4
3,286,3,92,2,4,264,102
2,472,5,168,3,1,320,96
2,1877,2,171,4,4,1025,921
2,158,2,103,3,2,130,65
3,2916,2,42,3,4,2070,798
3,2343,4,42,4,1,1669,214
4,1907,2,27,3,2,1741,96
4,2897,3,557,3,2,3110,172
5,1121,3,8,3,2,1014,57
2,666,4,72,2,5,369,184
3,365,2,32,3,5,278,59
2,133,2,28,4,4,80,73
1,280,4,33,2,4,94,197
4,2445,5,98,3,5,2289,228
2,1955,3,115,2,5,1035,931
3,243,1,89,3,5,233,89
4,801,2,43,4,1,758,25
4,1207,3,24,3,4,1109,110
3,598,5,65,2,5,464,179
2,2926,1,82,3,3,1505,1053
2,248,3,48,3,5,147,104
3,1365,5,33,3,4,976,379
2,2770,1,92,3,1,1431,428
4,798,2,454,3,4,1126,113
3,2968,4,11,3,3,2089,623
5,2607,3,8,3,2,1830,392
3,2783,3,98,4,3,2019,604
2,1075,2,34,2,2,556,276
4,2729,4,42,3,5,2493,139
4,255,1,167,3,3,379,30
5,42,3,82,3,1,111,3
2,182,1,13,3,5,97,29
5,1184,3,37,3,3,610,428
4,2804,3,29,3,4,2551,253
5,499,2,29,3,3,475,37
3,2500,1,6,4,4,1754,677
3,325,5,29,2,3,248,74
4,2765,3,66,3,3,2548,198
4,2921,5,8,3,3,2637,204
2,79,5,334,3,1,206,62
2,941,4,260,3,4,601,540
2,1046,3,81,2,2,565,281
4,134,4,92,3,2,202,11
3,69,2,249,3,2,222,47
3,1722,3,25,3,1,1221,157
2,2758,3,63,4,4,1408,1272
2,1299,4,0,3,5,648,585
3,222,2,16,3,4,166,64
2,603,3,143,3,3,372,261
2,5,3,57,3,3,30,22
4,2753,3,531,3,1,2952,99
2,1356,5,27,3,4,692,621
4,2126,1,31,3,1,1939,65
4,6,3,150,3,4,140,14
2,2874,2,171,4,4,1520,1371
2,2982,4,75,3,4,1530,1374
3,55,3,65,2,5,84,32
4,63,5,35,2,2,88,4
3,725,3,69,3,2,555,119
3,105,4,131,2,4,165,63
4,1444,3,50,2,1,1343,45
3,515,4,91,4,5,425,54
2,1231,3,189,3,1,710,213
3,2766,4,163,3,1,2053,261
4,201,2,34,3,2,211,11
4,1771,4,296,3,2,1863,101
3,1695,3,865,4,1,1787,230
2,2934,4,51,3,5,1492,447
3,1894,2,65,4,4,1369,531
4,2381,5,165,2,4,2291,229
3,1869,4,13,3,5,1315,509
4,1357,5,7,2,5,1226,123
2,289,5,286,3,5,286,260
3,2486,4,0,2,4,1743,668
2,993,2,64,4,2,526,265
4,38,4,115,3,2,137,7
3,994,3,241,3,4,864,334
4,711,1,630,3,2,1205,68
4,1517,3,139,2,1,1490,49
4,2952,5,196,4,5,2836,93
2,987,3,173,3,3,580,406
3,1201,3,192,2,5,975,292
2,336,3,114,3,5,223,158
2,2038,4,105,3,4,1075,961
2,2873,1,135,4,1,1502,451
2,127,3,53,2,1,89,27
3,1324,2,545,3,2,1306,281
2,151,4,196,4,2,173,87
3,270,4,2,3,5,190,40
4,963,2,11,3,2,875,49
4,2843,4,11,3,4,2571,254
3,690,2,43,3,5,512,198
4,2949,4,596,3,4,3187,321
3,366,5,7,2,3,260,79
4,57,4,148,2,4,184,18
2,2893,4,63,2,2,1479,735
4,314,4,25,2,4,304,31
3,1307,2,45,4,4,945,366
2,16,4,119,3,2,67,33
4,1027,3,117,3,2,1029,57
3,115,3,81,3,1,137,17
3,173,5,182,3,1,248,32
2,880,1,108,2,4,493,445
3,1082,4,7,3,3,762,229
4,2914,2,41,4,1,2658,88
4,2889,4,145,3,3,2734,209
3,583,3,135,2,3,501,151
2,2190,4,58,4,3,1121,789
3,368,5,164,3,5,372,111
4,150,5,514,2,1,597,20
4,8,3,34,2,5,37,1
4,189,3,54,3,2,218,12
3,187,4,296,3,4,338,130
4,130,5,110,3,1,216,7
3,2978,2,183,3,4,2214,853
3,230,3,42,3,1,190,24
2,694,3,80,2,3,386,271
4,108,4,82,4,3,171,13
3,172,4,36,3,2,145,31
2,2573,5,71,4,3,1325,923
3,1175,3,25,2,4,840,323
4,2425,4,22,2,1,2201,73
4,2988,4,8,3,3,2695,210
2,2842,5,25,3,4,1437,1288
3,467,5,132,3,4,419,162
2,1022,4,205,3,3,613,429
4,416,3,5,3,2,378,21
2,1462,2,90,2,4,775,699
3,78,2,139,3,1,151,19
3,2810,2,212,2,3,2117,633
4,267,1,64,3,4,297,30
3,2801,2,70,2,3,2008,604
3,1937,2,37,2,5,1380,416
2,609,3,321,3,2,466,231
4,1074,3,350,4,2,1283,70
4,2201,1,136,3,1,2107,69
3,502,2,29,2,3,371,111
2,1691,3,51,3,2,870,436
4,385,4,241,3,5,562,31
3,839,1,101,2,2,658,140
3,65,5,39,3,5,72,16
4,593,3,190,3,5,704,39
1,2886,4,225,3,2,931,1089
3,641,3,201,2,5,588,127
4,11,4,108,3,4,107,10
4,486,3,20,3,3,455,35
2,1491,2,10,4,3,751,525
3,155,2,96,2,2,175,37
4,1923,4,87,3,4,1810,180
3,509,5,27,2,4,374,145
2,595,4,291,2,5,444,397
1,798,2,64,2,4,259,542
5,24,3,217,4,5,72,151
3,1682,3,141,4,4,1279,489
3,1941,4,68,3,4,1402,546
4,627,3,103,4,1,656,22
4,1728,3,147,4,1,1686,56
3,60,3,73,2,2,93,20
2,215,3,208,2,3,212,147
4,2983,3,101,3,2,2779,151
2,19,2,83,3,4,51,45
2,778,3,161,4,4,467,425
3,579,1,12,3,1,413,53
3,1848,4,526,3,1,1662,214
2,2594,5,66,3,5,1331,395
2,1114,2,15,3,4,563,509
1,145,5,62,3,3,62,101
3,2752,5,168,3,5,2044,614
3,1204,1,56,3,3,879,266
3,87,5,37,3,1,87,11
5,2946,4,78,4,2,2115,455
4,1318,4,129,3,4,1301,131
4,852,1,11,3,3,775,61
2,82,1,167,2,2,124,62
2,2809,1,2,3,1,1403,424
2,541,5,99,2,3,320,224
2,586,4,100,3,5,343,239
2,1039,2,19,3,4,529,475
2,1746,2,17,2,2,880,440
4,928,4,207,3,2,1019,58
2,2798,1,3,3,1,1394,421
4,1526,3,26,3,5,1398,46
4,2906,4,54,3,2,2664,148
3,47,5,39,3,4,60,23
4,57,4,26,3,1,74,2
4,319,3,32,4,4,316,31
1,1948,3,246,3,2,658,767
2,21,3,61,3,4,40,37
3,2476,2,533,3,1,2105,270
4,2330,5,39,3,2,2130,119
2,2997,4,26,2,1,1513,449
4,1215,1,44,4,1,1133,37
5,83,4,25,3,2,97,5
3,2914,2,49,2,1,2071,268
4,532,5,59,4,4,532,53
4,1206,2,12,3,5,1097,108
2,298,3,16,3,1,156,47
2,84,4,178,3,5,131,39
3,976,2,181,4,4,811,311
3,392,3,172,4,4,394,152
5,214,4,219,3,3,302,91
4,742,3,459,3,4,1082,107
3,2046,5,72,3,5,1485,569
2,588,3,24,3,1,306,91
1,190,2,154,3,1,102,72
2,2994,4,434,3,5,1712,516
3,219,5,44,4,2,184,39
3,317,1,50,3,1,256,33
3,171,4,210,4,4,266,103
2,376,2,58,3,1,217,64
2,90,2,302,4,4,195,177
3,494,5,43,4,5,374,146
4,1383,3,8,4,2,1251,70
2,441,2,143,2,2,292,146
3,2318,1,170,3,4,1740,673
4,919,2,5,2,3,832,64
5,864,4,346,3,4,1091,106
3,1520,4,121,3,5,1148,443
2,2023,4,170,3,1,1096,330
3,1958,2,10,3,2,1376,296
3,2964,2,13,3,1,2087,265
1,2949,4,850,3,4,1136,2401
3,48,4,38,3,3,60,18
2,141,4,7,3,2,73,37
2,998,3,136,2,1,567,170
5,36,2,55,3,1,45,13
5,1532,4,123,3,5,827,249
3,108,4,74,2,4,127,49
2,2375,1,353,4,5,1362,1230
4,159,4,106,3,4,238,24
3,47,4,880,3,5,649,249
3,2875,4,73,2,1,2061,264
3,592,2,43,2,3,443,134
3,45,2,3,4,2,33,7
3,218,4,30,4,5,173,37
3,224,3,26,3,2,175,37
3,2784,3,313,3,2,2169,464
3,20,3,253,4,1,191,24
3,6,2,15,4,3,14,4
3,1458,4,31,3,5,1039,314
4,488,2,19,3,5,456,35
2,2932,5,59,4,2,1493,749
4,2334,2,222,3,2,2305,125
3,58,4,67,4,2,87,19
3,1137,2,132,3,4,888,342
4,2272,5,105,2,5,2139,214
4,109,2,44,4,1,137,4
4,750,3,18,4,4,691,69
2,2131,3,180,3,3,1152,811
2,2804,1,573,4,2,1691,841
4,2929,3,9,4,1,2643,88
4,840,3,418,3,3,1132,88
3,711,4,142,4,3,597,179
2,1189,3,149,3,4,671,599
4,1389,5,354,4,1,1567,52
4,2453,5,284,3,5,2464,81
4,44,4,38,4,4,73,8
3,119,3,25,4,1,100,13
3,1684,3,93,2,2,1244,267
3,169,1,26,4,2,136,29
5,2152,4,249,3,1,1679,216
2,1432,3,74,3,2,752,376
4,57,4,26,4,3,74,6
4,136,1,115,3,5,225,18
3,144,2,46,3,2,133,28
4,36,4,14,3,4,44,5
3,2942,5,119,3,3,2139,644
2,383,5,111,3,2,247,123
5,2251,3,28,3,5,1142,566
4,2939,5,202,3,2,2823,158
3,1224,4,7,3,4,860,334
2,816,2,71,3,2,443,222
4,401,3,79,3,4,432,43
4,697,4,400,3,1,986,33
4,2816,5,9,3,4,2541,255
1,1018,4,66,3,2,325,378
4,2178,1,24,2,2,1975,113
3,266,2,133,3,3,278,84
3,1350,4,20,3,3,957,289
2,2778,2,12,2,4,1392,1259
3,1072,5,10,2,5,758,291
3,106,4,109,3,2,150,32
2,1279,3,113,3,3,693,489
3,365,5,13,3,3,264,79
2,532,5,95,4,2,313,156
5,2121,2,63,3,5,1088,546
2,1627,2,43,3,5,836,417
4,2790,1,90,3,4,2595,256
2,2816,3,50,3,1,1438,426
2,2810,3,16,2,1,1414,422
4,117,4,27,3,2,129,7
4,339,5,107,3,2,400,22
3,31,3,53,3,4,58,23
2,2388,5,18,3,5,1203,1083
3,1575,3,28,2,3,1122,337
3,27,3,37,3,1,44,5
1,2461,5,81,3,2,762,885
3,330,3,69,3,5,279,59
4,2925,2,96,3,5,2715,152
4,347,2,11,3,1,322,10
2,2984,5,216,2,5,1601,481
5,32,1,60,3,5,45,14
4,2767,2,125,3,3,2598,205
2,132,4,81,3,2,106,53
3,1067,4,476,3,2,1080,231
4,523,4,466,3,5,890,49
1,2846,5,133,2,1,896,621
2,456,3,44,2,3,250,174
5,1047,2,0,3,4,523,471
3,1,2,179,3,4,125,49
4,535,3,31,3,2,508,28
3,2956,4,237,4,1,2229,287
2,553,5,23,2,2,287,144
2,376,4,38,4,5,207,103
4,2897,3,251,3,3,2829,223
4,802,1,7,3,2,727,40
2,1632,3,162,3,3,899,625
3,2882,3,66,3,2,2062,443
2,2835,3,61,4,2,1451,723
1,299,3,28,4,5,98,114
2,2838,3,8,3,1,1424,427
2,2629,4,24,3,4,1322,1197
